0.140630	-1.636300	-2.366500	6.181500	-0.352410	-0.081482	-6.146900	0.170400	2.997100	0.546480	2.946300	-5.520500	-0.487260	1.859300	1.213100	-2.866700	0.042795	-2.733500	-1.661700	1.926200	0.447930	-0.539970	3.254100	-3.799100	1.630300	-3.727100	-2.518000	-2.100200	0.645940	-0.017657	2.279100	-1.357700	1.622200	-3.024800	-0.684580	2.707900	-3.111500	3.918700	7.293800	2.478600	-4.375300	-1.171300	-3.842100	4.389700	-3.842600	4.897300	3.223200	-2.070900	-4.242500	0.936040	1.051500	3.731600	-2.081000	-2.923900	0.007307	4.396100	2.293300	1.226600	-0.405490	-2.331300	-2.924600	-9.818500	1.013500	-9.153000	-3.310700	4.489000	3.206000	-4.509700	-3.142400	-3.983900	-7.243900	1.389400	-5.292000	-3.590800	-6.418100	1.654400	5.342100	-4.359900	-7.440000	-4.715600	2.949100	2.487700	-1.155300	4.919500	-9.965800	0.151670	-7.713200	-4.505600	-11.031000	5.615000	0.555370	-5.749000	-2.157100	-4.361300	38.406000	-18.699000	0.285080	
2.454400	2.785100	1.247100	-2.958400	4.739900	1.184100	2.216300	-1.660300	1.293700	0.289570	0.800910	-1.810600	0.903130	-5.739700	1.540700	-8.782200	-1.515000	-2.896400	-4.063200	-1.114600	2.666400	-4.463600	-3.852100	-3.055100	5.567300	-1.102300	0.064257	-3.229400	-1.388000	-6.091400	3.436000	4.695000	-2.907100	-1.064600	-3.379300	-2.806500	-2.663600	3.147100	-1.064800	-0.969450	-6.056800	-1.978300	1.874800	1.097200	-3.626700	-1.663100	4.306400	-0.689740	-2.849300	-0.884420	4.455100	4.439300	0.958610	1.414100	-2.272800	3.842300	-1.749100	-0.906640	3.437200	-5.037800	-3.940800	0.082891	-2.461500	5.299500	3.394700	-0.325970	0.359050	-1.123200	-0.946920	3.054400	2.390800	-8.466000	-21.801000	-8.417900	3.275300	-4.970300	5.575400	-2.924700	-15.504000	2.897600	-2.006000	4.328800	-4.424400	23.670000	-10.078000	-3.408700	-0.992880	-9.520800	-5.702300	1.055800	0.235350	-0.545570	-5.831700	-2.691600	78.055000	11.060000	-12.769000	
-1.299900	2.643800	-2.371800	-6.483100	3.297600	-1.894800	-4.411700	-1.929100	-3.239800	-0.468280	3.672100	2.185300	0.557650	-3.302500	-6.600200	1.568700	2.285200	2.283200	4.353500	-6.773900	-4.133000	-1.702100	-3.021200	1.277800	-0.903120	-3.138700	-0.325670	-1.593300	-2.651400	1.892400	1.771100	2.518900	-1.343700	-7.729400	-1.352000	-2.393500	-4.957800	-2.415300	-1.208000	-6.834200	1.714400	5.238500	1.856100	0.910770	1.400000	-0.457680	0.455210	-4.549700	0.799190	-0.188510	1.224100	-1.647000	2.332200	-1.576700	-1.302900	-2.753800	1.534000	-2.813500	-2.971300	-1.276000	-9.415400	-2.697900	-8.852100	2.180600	-2.995700	-1.884000	-3.994600	0.547360	3.165500	-0.776290	-0.801110	-2.756600	-14.822000	-6.949700	0.212200	-1.054900	0.451950	0.334970	-0.104220	-3.271300	1.815600	0.439110	-3.889600	7.295300	-14.532000	-4.527900	-8.331900	-18.836000	23.062000	0.566700	-2.795300	-5.452500	-0.654500	3.072300	148.600000	-9.425600	258.810000	
-0.348870	2.736600	-0.466440	-5.455000	2.878400	-3.466700	-0.583030	-7.382500	-0.524550	-6.540100	-2.611500	-6.026800	-4.255300	-0.651030	2.380200	-2.607800	1.994300	-1.924800	-3.896300	1.523600	-10.780000	-3.559900	-0.643770	-3.276400	-2.346200	-4.956000	1.643800	2.887200	-4.915700	6.728300	-8.237700	8.321700	-1.687600	-1.010400	2.624800	-7.150900	-0.210490	-3.844200	0.490900	-1.884200	-1.690700	-0.386020	1.515400	-1.448300	0.599830	-2.534300	4.374700	-1.130800	1.382300	3.935100	-1.985400	-2.625100	0.074635	-7.249900	-4.342900	1.976900	-5.393600	-9.180200	4.564900	0.095890	-10.592000	-4.941200	-0.119980	2.102600	0.041692	-2.718100	-1.602200	-0.844280	-6.055200	2.821400	2.209900	-3.906600	-20.942000	-10.013000	2.316300	-2.443100	-0.606880	-1.663600	-17.054000	-2.150900	-4.076000	-0.215650	-8.940800	19.134000	-3.894500	-5.254000	0.020370	-3.859500	-14.674000	-0.481540	-8.582600	-3.121300	2.824700	4.229400	82.248000	-17.837000	51.092000	
-2.120400	-1.837800	8.373100	-0.008657	-6.946000	3.849000	2.380700	3.062100	-1.109100	2.008300	0.931190	3.891500	-1.223400	1.907800	3.102300	-3.240000	-3.038700	-2.793600	9.795700	1.239500	3.579100	0.377220	2.907000	4.560100	-2.266900	-6.752600	-2.649400	-5.110000	1.330000	-8.081900	2.761800	-0.017039	4.476500	-6.423200	0.577260	8.939500	4.746600	3.102800	-5.073300	1.438900	-2.630200	1.913000	-1.737400	6.304500	1.893300	3.145100	1.681000	-3.012200	3.188000	-3.609500	1.819300	-5.739000	-2.787500	-1.987100	2.555900	-7.193500	-0.558850	1.165700	-2.000100	1.979100	3.227900	-2.913100	0.170140	-9.038300	-2.401100	0.892060	2.747500	-7.453100	-2.158400	-4.547700	-2.989200	-3.504000	-4.175300	-3.993200	-2.268700	-3.342700	-1.981400	1.532800	-10.705000	0.439190	-1.123800	-0.949380	0.397860	9.095300	-11.592000	3.840900	-8.043900	-5.549700	-6.877600	-5.533700	-2.819900	-5.600100	-6.231100	0.559900	102.180000	-6.692400	129.320000	
1.405500	-1.906600	-6.490800	-4.107300	7.288100	-3.912700	-0.908010	-4.512500	2.064200	0.526900	0.143650	1.501100	-6.256100	2.670000	-1.042000	-2.594000	3.446100	7.294200	-1.339000	0.770860	-6.155300	-3.768700	-0.377650	-10.064000	-2.209500	3.179000	2.028100	1.988400	0.444750	-1.925000	5.766300	5.250200	-3.343400	-5.444600	2.876900	1.645800	-1.255500	-1.658200	2.148500	-6.148300	4.480600	-0.156490	5.759400	6.006000	-2.990600	3.565800	-0.194770	-1.905900	1.885400	2.364400	2.541300	-7.262400	2.940300	-1.694600	-3.081500	3.752900	-4.061900	-3.573900	3.337100	-4.098200	-7.182300	-5.006400	-1.398800	1.458800	-0.001902	1.397100	-2.195700	4.330700	1.104500	-0.551980	-3.998800	1.391300	-16.041000	-9.414200	-1.103600	0.552800	3.642600	2.171100	-9.477200	-2.970500	-3.574900	2.069300	-5.800300	6.004700	-4.580400	-6.230200	-1.314900	-8.309200	-12.524000	2.634200	-3.337300	-2.691500	-4.082600	2.651700	85.297000	-20.547000	104.600000	
-3.123300	-0.841170	-3.717500	1.570900	3.092600	-3.733000	-2.558100	-2.358700	-1.144000	1.607400	-3.310900	-1.693700	-3.108300	-1.741100	2.541600	-5.898800	1.818700	3.168100	2.199000	1.170700	-3.928400	-2.507700	0.391090	-5.866600	-1.251700	-2.298200	-0.800710	4.148800	-1.883400	-0.330790	-1.642200	0.987540	-1.260100	-0.777560	0.021422	-3.968600	-3.051600	-1.819500	0.154150	-3.518900	1.385600	-1.563700	5.550600	2.731900	1.022300	1.825500	-2.896900	3.678500	-1.891200	4.067700	1.505500	0.109640	1.571300	-3.855300	-2.680300	4.683500	-3.808000	-4.661000	0.649520	-5.301600	-3.498300	0.590840	1.385600	3.037000	1.092400	-0.756500	-1.334700	1.178000	0.935260	3.133500	-2.243500	-6.924300	-20.353000	-8.718900	2.043200	-4.774000	2.324200	-1.599100	-12.571000	-4.794400	-6.555300	-0.840990	-7.841400	19.029000	-11.067000	-8.178200	-5.554100	-7.258300	-27.561000	-2.639100	-4.196500	-6.502600	-2.367300	-2.397500	111.350000	105.020000	152.320000	
-2.230400	2.568000	0.967680	3.036900	7.461800	2.849200	6.784000	-0.431910	-0.565810	0.973140	-2.377400	-2.433300	1.665800	2.887400	1.943400	-1.427600	-0.720480	1.345700	-5.240000	-8.326500	-6.436700	1.449000	-0.730050	-0.052596	4.445800	0.592350	5.335400	1.762200	-1.133700	0.040584	3.982100	3.122400	1.643400	-2.840000	-0.761430	2.355300	4.299900	1.834500	1.015400	1.230400	-0.007307	0.973990	-5.776900	-2.643300	0.405620	0.313010	-3.155900	-1.989400	-5.825300	-1.844800	3.311400	-4.197200	1.323600	0.115470	-4.541700	3.872800	0.592830	-2.093100	4.751600	-2.767900	-8.838700	-1.281000	4.204200	-4.369500	0.581140	-6.092300	-1.040600	-2.602000	1.458900	-4.142200	-7.522000	-6.766200	-15.309000	-6.138400	2.111700	-0.372100	-3.402600	-3.146700	13.079000	0.551780	0.143890	0.589430	-5.759300	24.107000	-9.484900	-3.086300	-1.271100	-5.633700	-11.949000	1.628000	4.122800	-7.853800	-0.137690	-4.483400	94.168000	-9.232400	138.010000	
-2.221100	-7.119800	-1.447900	4.395300	-0.916710	3.673600	-1.011900	0.227750	-1.924700	0.914470	6.317300	0.732570	1.130500	6.840800	1.326200	-1.335500	-3.962600	0.870190	4.136300	-0.891670	2.800100	0.488850	0.913260	-0.157970	1.649800	-3.523500	2.512200	1.963400	1.722400	-3.929300	-1.079400	0.513390	3.051400	-1.241300	-1.114800	6.187900	2.917600	-1.784700	-3.630100	-2.982000	-2.573800	-2.754000	-1.035600	-1.249000	1.426800	3.964500	-3.312100	-3.359300	-5.635900	-1.002300	4.679000	0.754400	-0.820920	1.487000	1.231600	2.217600	0.109850	2.156800	0.066043	-4.613000	-7.954100	-5.179300	1.686700	-3.107700	-2.187500	1.282600	1.716900	4.425100	0.594500	-1.823800	-5.581600	-1.437000	2.755700	1.659600	-11.263000	0.160440	-5.402100	-3.286100	18.039000	2.236900	0.367850	-9.474000	-4.593800	1.802400	-15.589000	-11.576000	-17.461000	-13.500000	28.866000	2.111900	1.660100	56.580000	-4.420800	-1.449600	60.788000	-6.426200	56.052000	
2.077300	1.830700	-5.048600	0.674630	2.536200	2.494500	-2.056900	-2.405300	3.988200	-2.100200	4.187700	0.619940	-5.240700	3.004000	2.839800	-3.908700	-1.406100	6.845000	-3.128600	-5.789300	-1.222700	-1.978200	-0.042821	-3.541800	-1.627800	-3.752200	-5.069500	2.018200	-2.491700	0.527960	-0.454070	-1.289800	1.941500	1.019000	-0.336830	-3.652300	-0.912680	3.362100	0.647490	-1.647700	-3.936100	1.966100	1.561700	-5.861400	1.035600	-6.669500	1.204400	0.459250	0.728120	-0.421600	-0.016636	0.216560	1.176800	5.821700	-0.296970	-2.722800	0.180250	-4.003300	3.811200	-2.211100	-9.240000	-1.040400	1.451700	4.927300	0.700120	-2.175200	-2.294400	-3.364000	-1.207000	3.469100	-3.276800	-8.811300	-11.353000	-5.833700	0.414200	-4.524800	0.268420	-0.444270	-8.765000	-5.523200	-8.709100	-8.414900	-21.310000	-3.635500	12.399000	-25.754000	-6.267500	172.030000	-6.911100	1.051700	-5.435900	255.060000	-7.499400	-0.781900	73.332000	-6.503100	-9.556900	
