120.670000	164.330000	
124.000000	162.000000	
123.000000	172.670000	
123.330000	165.330000	
120.670000	170.330000	
121.000000	168.000000	
124.670000	168.000000	
123.330000	170.000000	
124.670000	174.330000	
123.670000	181.330000	
122.670000	178.670000	
122.670000	184.330000	
121.670000	175.330000	
120.330000	183.000000	
121.000000	189.670000	
123.330000	187.670000	
120.670000	186.330000	
121.670000	193.330000	
124.670000	201.670000	
121.330000	196.330000	
122.330000	199.330000	
123.670000	197.330000	
124.330000	195.000000	
124.670000	205.330000	
120.670000	205.330000	
128.330000	160.670000	
130.000000	163.000000	
134.330000	163.330000	
128.000000	164.670000	
131.330000	170.000000	
130.670000	167.330000	
127.000000	173.330000	
133.670000	167.000000	
126.000000	166.000000	
132.000000	165.000000	
128.330000	168.000000	
133.670000	170.330000	
131.330000	173.000000	
128.330000	170.670000	
126.000000	170.670000	
125.000000	176.670000	
129.670000	177.000000	
127.330000	178.000000	
130.670000	179.670000	
125.670000	179.670000	
132.330000	176.330000	
133.330000	179.670000	
133.330000	183.000000	
130.670000	183.330000	
128.000000	183.670000	
127.330000	175.670000	
133.330000	187.670000	
134.670000	185.670000	
130.330000	189.330000	
128.330000	192.330000	
132.670000	191.670000	
126.000000	193.330000	
126.000000	185.670000	
125.670000	189.000000	
130.670000	193.000000	
129.330000	187.000000	
128.000000	190.000000	
127.330000	196.330000	
132.000000	204.000000	
127.000000	203.670000	
129.670000	195.670000	
134.000000	202.330000	
129.330000	201.330000	
133.330000	199.670000	
126.670000	200.000000	
129.670000	199.000000	
131.670000	201.330000	
132.000000	195.330000	
131.670000	197.670000	
127.000000	206.330000	
125.000000	208.000000	
134.330000	206.670000	
129.330000	205.000000	
128.330000	208.330000	
130.670000	207.000000	
132.670000	209.330000	
140.330000	162.670000	
142.670000	163.670000	
138.330000	161.000000	
139.000000	164.670000	
137.000000	163.330000	
144.330000	171.000000	
143.670000	174.670000	
142.000000	169.000000	
144.330000	166.000000	
136.000000	172.000000	
136.670000	174.330000	
136.330000	169.000000	
140.670000	174.670000	
142.000000	171.670000	
135.670000	165.330000	
138.000000	167.000000	
139.670000	169.670000	
140.670000	166.670000	
138.670000	173.000000	
138.330000	177.000000	
135.670000	180.670000	
138.330000	180.000000	
142.000000	177.000000	
144.000000	180.330000	
144.330000	177.330000	
141.330000	180.670000	
136.670000	183.670000	
144.670000	183.000000	
135.670000	178.330000	
140.670000	183.670000	
141.670000	187.330000	
144.330000	190.000000	
141.670000	190.330000	
135.330000	191.000000	
144.330000	186.330000	
143.670000	193.000000	
141.330000	194.330000	
139.330000	188.330000	
139.330000	192.330000	
136.330000	187.670000	
138.670000	185.330000	
139.330000	196.000000	
141.330000	200.330000	
139.000000	202.670000	
144.330000	204.670000	
139.330000	198.670000	
142.330000	197.330000	
144.330000	195.330000	
136.670000	201.000000	
144.000000	201.670000	
135.330000	198.330000	
137.000000	196.670000	
136.670000	209.670000	
138.330000	205.670000	
141.330000	205.330000	
136.000000	205.000000	
139.330000	209.670000	
144.670000	209.000000	
136.670000	207.330000	
141.330000	208.330000	
145.330000	162.000000	
152.330000	161.000000	
154.330000	164.330000	
146.330000	164.330000	
150.670000	163.330000	
148.330000	162.670000	
147.330000	160.330000	
151.330000	170.000000	
150.670000	172.670000	
152.000000	166.000000	
153.330000	171.670000	
147.670000	172.330000	
147.670000	167.330000	
150.330000	167.670000	
148.330000	170.000000	
145.330000	168.670000	
149.330000	165.330000	
154.670000	168.330000	
146.330000	174.330000	
147.330000	177.670000	
148.670000	182.670000	
152.000000	180.000000	
154.330000	182.000000	
148.670000	180.000000	
151.000000	183.000000	
153.330000	178.000000	
149.330000	175.330000	
150.330000	177.670000	
150.330000	186.000000	
153.330000	191.330000	
147.670000	194.670000	
149.330000	189.000000	
152.670000	185.670000	
154.000000	194.000000	
151.670000	189.670000	
149.670000	192.330000	
147.000000	187.670000	
146.670000	191.670000	
151.330000	197.670000	
153.670000	197.000000	
154.330000	203.000000	
147.330000	202.000000	
148.330000	198.000000	
150.330000	195.000000	
149.670000	203.330000	
146.000000	199.000000	
152.670000	200.330000	
149.000000	200.330000	
146.330000	207.330000	
148.330000	209.000000	
148.330000	205.670000	
154.000000	205.670000	
151.330000	205.330000	
150.670000	208.330000	
159.330000	164.000000	
157.330000	162.330000	
162.330000	161.000000	
159.000000	160.670000	
164.670000	164.670000	
162.330000	164.330000	
160.670000	168.000000	
163.330000	167.670000	
160.330000	172.670000	
